"contest_id","year","party","endorsee","endorser_name","endorser_description","endorser_party_note","state","district","date_raw","note","switch_direction","switch_candidate","evidence_url","parsed_ok","raw_text"
"2008D",2008,"D","OBAMA","Springfield News-Sun","Newspaper",,,,"03/02/08",,,,,TRUE,"Springfield News-Sun (03/02/08)"
"2008D",2008,"D","OBAMA","Toledo Blade","Newspaper",,,,"02/28/08",,,,,TRUE,"Toledo Blade (02/28/08)"
"2008D",2008,"D","OBAMA","The Lantern","Newspaper - Specialty",,,,"02/29/08","Ohio State University student paper",,,,TRUE,"The Lantern [Ohio State University student paper] (02/29/08)"
"2008R",2008,"R","McCAIN","The Plain Dealer - Cleveland","Newspaper",,,,"02/10/08",,,,,TRUE,"The Plain Dealer - Cleveland (02/10/08)"
"2008R",2008,"R","McCAIN","The Enquirer - Cincinnati","Newspaper",,,,"03/02/08",,,,,TRUE,"The Enquirer - Cincinnati (03/02/08)"
"2008R",2008,"R","McCAIN","The Athens News","Newspaper",,,,"02/19/08",,,,,TRUE,"The Athens News (02/19/08)"
"2008R",2008,"R","McCAIN","Akron Beacon Journal","Newspaper",,,,"02/24/08",,,,,TRUE,"Akron Beacon Journal (02/24/08)"
"2008R",2008,"R","McCAIN","Canton Repository","Newspaper",,,,"02/17/08",,,,,TRUE,"Canton Repository (02/17/08)"
"2008R",2008,"R","McCAIN","Dayton Daily News","Newspaper",,,,"02/24/08",,,,,TRUE,"Dayton Daily News (02/24/08)"
"2008R",2008,"R","McCAIN","Springfield News-Sun","Newspaper",,,,"03/02/08",,,,,TRUE,"Springfield News-Sun (03/02/08)"
"2008R",2008,"R","McCAIN","The Lantern","Newspaper - Specialty",,,,"02/29/08","Ohio State University student paper",,,,TRUE,"The Lantern [Ohio State University student paper] (02/29/08)"
"2008D",2008,"D","CLINTON","Laredo Morning Times","Newspaper",,,,"02/25/08",,,,,TRUE,"Laredo Morning Times (02/25/08)"
"2008D",2008,"D","CLINTON","The Daily Texan","Newspaper",,,,"02/22/08","student newspaper for Univ. of Texas at Austin",,,,TRUE,"The Daily Texan (student newspaper for Univ. of Texas at Austin) (02/22/08)"
"2008D",2008,"D","OBAMA","Austin American-Statesman","Newspaper",,,,"02/02/08",,,,,TRUE,"Austin American-Statesman (02/02/08)"
"2008D",2008,"D","OBAMA","Corpus Christi Caller-Times","Newspaper",,,,"02/17/08",,,,,TRUE,"Corpus Christi Caller-Times (02/17/08)"
"2008D",2008,"D","OBAMA","Dallas Morning News","Newspaper",,,,"12/23/07","and 02/07/08",,,,TRUE,"Dallas Morning News (12/23/07 and 02/07/08)"
"2008D",2008,"D","OBAMA","El Paso Times","Newspaper",,,,"02/10/08",,,,,TRUE,"El Paso Times (02/10/08)"
"2008D",2008,"D","OBAMA","Fort Worth Star-Telegram","Newspaper",,,,"02/17/08",,,,,TRUE,"Fort Worth Star-Telegram (02/17/08)"
"2008D",2008,"D","OBAMA","Houston Chronicle","Newspaper",,,,"02/16/08",,,,,TRUE,"Houston Chronicle (02/16/08)"
"2008D",2008,"D","OBAMA","San Antonio Express-News","Newspaper",,,,"02/10/08",,,,,TRUE,"San Antonio Express-News (02/10/08)"
"2008D",2008,"D","OBAMA",,"Newspaper",,,,,,,,,FALSE,"[UNMATCHED] (Texas' seven largest newspapers)"
"2008R",2008,"R","HUCKABEE","Dallas Morning News","Newspaper",,,,"12/24/08",,,,,TRUE,"Dallas Morning News (12/24/08)"
"2008R",2008,"R","McCAIN","Austin American-Statesman","Newspaper",,,,"02/01/08",,,,,TRUE,"Austin American-Statesman (02/01/08)"
"2008R",2008,"R","McCAIN","Corpus Christi Caller-Times","Newspaper",,,,"02/17/08",,,,,TRUE,"Corpus Christi Caller-Times (02/17/08)"
"2008R",2008,"R","McCAIN","El Paso Times","Newspaper",,,,"02/10/08",,,,,TRUE,"El Paso Times (02/10/08)"
"2008R",2008,"R","McCAIN","Fort Worth Star-Telegram","Newspaper",,,,"02/17/08",,,,,TRUE,"Fort Worth Star-Telegram (02/17/08)"
"2008R",2008,"R","McCAIN","Houston Chronicle","Newspaper",,,,"02/16/08",,,,,TRUE,"Houston Chronicle (02/16/08)"
"2008R",2008,"R","McCAIN","San Antonio Express-News","Newspaper",,,,"02/10/08",,,,,TRUE,"San Antonio Express-News (02/10/08)"
"2008D",2008,"D","CLINTON","Vermont Women","Newspaper",,,,,,,,,TRUE,"Vermont Women"
"2008D",2008,"D","CLINTON","Pittsburgh Tribune-Review","Newspaper",,,,"04/20/08",,,,,TRUE,"Pittsburgh Tribune-Review (04/20/08)"
"2008D",2008,"D","CLINTON","Daily Pennsylvanian","Newspaper",,,,"04/17/08","University of Pennsylvania",,,,TRUE,"Daily Pennsylvanian [University of Pennsylvania] (04/17/08)"
"2008D",2008,"D","OBAMA","Philadelphia Inquirer","Newspaper",,,,"01/26/08","note neighboring primaries in NJ, DE on Feb. 5",,,,TRUE,"Philadelphia Inquirer (01/26/08) ...note neighboring primaries in NJ, DE on Feb. 5"
"2008D",2008,"D","OBAMA","Philadelphia Daily News","Newspaper",,,,"04/17/08",,,,,TRUE,"Philadelphia Daily News (04/17/08)"
"2008D",2008,"D","OBAMA","Allentown Morning Call","Newspaper",,,,"04/13/08",,,,,TRUE,"Allentown Morning Call (04/13/08)"
"2008D",2008,"D","OBAMA","Scranton Times-Tribune","Newspaper",,,,"04/13/08",,,,,TRUE,"Scranton Times-Tribune (04/13/08)"
"2008D",2008,"D","OBAMA","Pittsburgh Post-Gazette","Newspaper",,,,"04/16/08",,,,,TRUE,"Pittsburgh Post-Gazette (04/16/08)"
"2008D",2008,"D","OBAMA","Patriot-News","Newspaper",,,,"04/16/08","Harrisburg",,,,TRUE,"Patriot-News (Harrisburg) (04/16/08)"
"2008D",2008,"D","OBAMA","Bucks County Courier Times","Newspaper",,,,"04/16/08",,,,,TRUE,"Bucks County Courier Times (04/16/08)"
"2008D",2008,"D","OBAMA","The Citizens' Voice","Newspaper",,,,"04/18/08","Wilkes-Barre",,,,TRUE,"The Citizens' Voice (Wilkes-Barre) (04/18/08)"
"2008R",2008,"R","McCAIN","Philadelphia Inquirer","Newspaper",,,,"01/26/08","note neighboring primaries in NJ, DE on Feb. 5",,,,TRUE,"Philadelphia Inquirer (01/26/08) ...note neighboring primaries in NJ, DE on Feb. 5"
"2008D",2008,"D","CLINTON","Indianapolis Star","Newspaper",,,,"05/02/08",,,,,TRUE,"Indianapolis Star (05/02/08)"
"2008D",2008,"D","OBAMA","Gary Post-Tribune","Newspaper",,,,"05/04/08",,,,,TRUE,"Gary Post-Tribune (05/04/08)"
"2008D",2008,"D","OBAMA","Charlotte Observer","Newspaper",,,,"05/04/08",,,,,TRUE,"Charlotte Observer (05/04/08)"
"2008D",2008,"D","OBAMA","Charleston Gazette","Newspaper",,,,"04/08/08",,,,,TRUE,"Charleston Gazette (04/08/08)"
"2008D",2008,"D","CLINTON","Salem Statesman Journal","Newspaper",,,,"05/04/08",,,,,TRUE,"Salem Statesman Journal (05/04/08)"
"2008D",2008,"D","OBAMA","The Oregonian","Newspaper",,,,"02/03/08",,,,,TRUE,"The Oregonian (02/03/08)"
"2008D",2008,"D","OBAMA","Portland Tribune","Newspaper",,,,"04/08/08",,,,,TRUE,"Portland Tribune (04/08/08)"
"2008D",2008,"D","OBAMA","Eugene Register-Guard","Newspaper",,,,"04/20/08",,,,,TRUE,"Eugene Register-Guard (04/20/08)"
