"contest_id","year","party","endorsee","endorser_name","endorser_description","endorser_party_note","state","district","date_raw","note","switch_direction","switch_candidate","evidence_url","parsed_ok","raw_text","post_primary"
"2012R",2012,"R","Rick Perry","Jeb Hensarling","U.S. Representative",,"TX","5","08/25/11",,,,,TRUE,"Rep. Jeb Hensarling (TX-5) 08/25/11",FALSE
"2012R",2012,"R","Rick Perry","John Culberson","U.S. Representative",,"TX","7","08/17/11","on ABC News Topline",,,,TRUE,"Rep. John Culberson (TX-7) on ABC News Topline 08/17/11",FALSE
"2012R",2012,"R","Rick Perry","Michael McCaul","U.S. Representative",,"TX","10","08/12/11","reported by Roll Call on",,,,TRUE,"Rep. Michael McCaul (TX-10) reported by Roll Call on 08/12/11",FALSE
"2012R",2012,"R","Rick Perry","Mike Conaway","U.S. Representative",,"TX","11",,,,,,TRUE,"Rep. Mike Conaway (TX-11)",FALSE
"2012R",2012,"R","Rick Perry","Kenny Marchant","U.S. Representative",,"TX","24","09/10/11",,,,"../perry/perry091011prtx.html",TRUE,"Rep. Kenny Marchant (TX-24) 09/10/11 +",FALSE
"2012R",2012,"R","Rick Perry","John Carter","U.S. Representative",,"TX","31",,,,,,TRUE,"Rep. John Carter (TX-31)",FALSE
"2012R",2012,"R","Rick Perry","Pete Sessions","U.S. Representative",,"TX","32","08/25/11",,,,,TRUE,"Rep. Pete Sessions (TX-32) 08/25/11",FALSE
"2012R",2012,"R","Michele Bachmann","Trent Franks","U.S. Representative",,"AZ","2","12/01/11",,,,"../bachmann/bachmann120111praz.html",TRUE,"Rep. Trent Franks (AZ-2) 12/01/11 +",FALSE
"2012R",2012,"R","Herman Cain",,,,,,,,,,,FALSE,"[UNMATCHED] On Nov. 5 THEHermanCain tweeted ""Proud to announce that I've received the endorsement of .@CongressmanDan Benishek (R-MI)""",FALSE
"2012R",2012,"R","Herman Cain",,,,,,,,,,,FALSE,"[UNMATCHED] ed. this was never confirmed.",FALSE
"2012R",2012,"R","Tim Pawlenty","John Kline","U.S. Representative",,"MN","2","02/24/11",,,,,TRUE,"Rep. John Kline (MN-2) 02/24/11",FALSE
"2012R",2012,"R","Tim Pawlenty","Erik Paulsen","U.S. Representative",,"MN","3",,,,,,TRUE,"Rep. Erik Paulsen (MN-3)",FALSE
"2012R",2012,"R","Tim Pawlenty","Joe Wilson","U.S. Representative",,"SC","2","06/09/11",,,,,TRUE,"Rep. Joe Wilson (SC-2) 06/09/11",FALSE
