contest_id,year,party,endorsee,endorser_name,endorser_description,endorser_party_note,state,district,date_raw,note,switch_direction,switch_candidate,evidence_url,parsed_ok,raw_text
2008R,2008,R,Guiliani,Judy Biggert,U.S. Representative,,IL,13,30-Jul-07,,,,,TRUE,"U.S. Rep. Judy Biggert (IL-13) (July 30, 2007)"
2008R,2008,R,Guiliani,Charles Boustany,U.S. Representative,,LA,7,"Mar. 26, 2007",,,,,TRUE,"U.S. Rep. Charles Boustany (LA-7) (Mar. 26, 2007)"
2008R,2008,R,Guiliani,Candice Miller,U.S. Representative,,MI,10,"Feb. 8, 2007",,,,http://p2008.org/cands08/endorse/endcm020807.html,TRUE,"U.S. Rep. Candice Miller (MI-10) (Feb. 8, 2007) +"
2008R,2008,R,Guiliani,Jo Ann Emerson,U.S. Representative,,MO,8,"Oct. 22, 2007",,,,,TRUE,"U.S. Rep. Jo Ann Emerson (MO-8) (Oct. 22, 2007)"
2008R,2008,R,Guiliani,Jon Porter,U.S. Representative,,NV,3,"Apr. 27, 2007",,,,,TRUE,"U.S. Rep. Jon Porter (NV-3) (Apr. 27, 2007)"
2008R,2008,R,Guiliani,Frank LoBiondo,U.S. Representative,,NJ,2,"Mar. 9, 2007",,,,,TRUE,"U.S. Rep. Frank LoBiondo (NJ-2) (Mar. 9, 2007)"
2008R,2008,R,Guiliani,Peter King,U.S. Representative,,NY,3,,"Newsday, Jan. 30, 2007",,,,TRUE,"U.S. Rep. Peter King (NY-3) (Newsday, Jan. 30, 2007)"
2008R,2008,R,Guiliani,Vito Fossella,U.S. Representative,,NY,13,,"Newsday, Jan. 30, 2007",,,,TRUE,"U.S. Rep. Vito Fossella (NY-13) (Newsday, Jan. 30, 2007)"
2008R,2008,R,Guiliani,Jim Walsh,U.S. Representative,,NY,25,"Mar. 7, 2007",,,,,TRUE,"U.S. Rep. Jim Walsh (NY-25) (Mar. 7, 2007)"
2008R,2008,R,Guiliani,Phil English,U.S. Representative,,PA,3,31-Jul-07,,,,,TRUE,"U.S. Rep. Phil English (PA-3) (July 31, 2007)"
